Chunk Start;Chunk End;2283;2284;2286;2287;2288;2289;2290;2291;2296;2301;2478;2480;2479;2481;2513;2514;2515;2537;2539;2542
1;250;144.70749314276;200.3934201484;559.6947438940001;690.3977393672001;690.397737878;337.72204529720005;695.1114384279999;753.5463947308;710.6669928628;212.1885359366;770.8701931008001;423.5533296162;803.836082876;805.6043949996;869.5306380348001;800.319473948036;738.2489872391999;146.17264261768003;865.4717510124;745.6063482
251;500;118.35895418116;100.52746210051998;96.04859815836;760.5935136428001;760.5935146552;323.5498906008;743.6636817451999;743.0607530112001;792.6062422916;25.037474008532;753.1646376884;190.62942367784;753.5027491860001;624.0334333344;737.9530105772;331.93080533036806;268.7414240668;111.20041001143998;728.0160899720001;846.2378886484
501;750;195.01050580308;327.21330056600004;94.06071104552;718.6932172387999;718.6932160512;125.45725071508;520.68840918;789.2045889164;835.6623059143999;148.228678463788;839.0595317688;264.4393417556;114.50596882344;619.0305563492001;828.6696378708;54.305695234032;82.19914048116001;146.77213207056002;179.05683959268;872.649177344
751;1000;170.22442578216;361.607810174;122.1082056078;685.601509588;685.6015089872;88.73023870592;513.1659910924;823.2781017340001;527.6640105564;125.23555864112;777.4209503644;279.8441969692;34.09075296611999;617.4020356627999;815.5429115576002;151.851961197316;89.31160454853999;145.52657900868002;335.58671193640004;432.52129746391995
1001;1250;95.1214349492;221.7693398284;141.07402659984004;565.4791191272;565.4791193028001;43.4053105984;369.65414038944;345.2003464504;52.7619136272;467.21121401808;384.1904865232;642.1976213484;145.75344530048;171.87632456052;294.99975952596003;43.350177326088;249.16145869424005;739.6462882904001;681.0995158716;138.416881958
1251;1500;169.429260839;229.94684235480003;77.06336814432001;782.2886715164;782.2886716380001;102.28556058208;142.55816389376;108.40146393236;11.594191909700005;821.0793785888;251.4555789676;649.5986983403999;99.33011565032;134.19836102276005;48.41378375268;107.20520869444;77.93069451841998;75.303874468352;418.73046348240007;207.34941200799997
1501;1750;299.5451800298;412.7836185384001;426.82380862992;320.71990044343994;320.71989986528;140.70979481587997;115.0012637762;168.0507838252;117.417392411048;790.405488296;359.4939673628;270.48672588248;155.0997190026;111.23234143448;105.60121349284;216.91497986906;234.38134823984;180.687552469004;278.0480570012;111.70119815163999
1751;2000;604.5528332352001;99.82350705188;378.1405884536;25.13131409496;25.1313137118;302.8275627468;226.0807298156;284.2038953076;153.51353026799998;726.1134512132;436.4147748984;782.6041250216;97.1898487966;246.1861302616;240.38162733892003;393.504584635484;216.5444605716;160.93686194650002;278.3835634152;682.8691785864
2001;2250;757.8228466724;218.8484713928;57.9194527776;119.20642400388;119.20642645872;334.1328969284;150.18504989299998;311.6606917532;205.39194274124;98.84443213907998;235.151809091032;737.376372828;197.594941888;611.6938942664;133.37737145196002;386.2242491059601;109.88055998996;845.5946043688001;191.41424985964;479.2445448382
2251;2500;159.22686778612;315.2518428028;73.7686721004;341.9821545076;341.982154094;515.9935840759999;157.1596839444;198.54239481200003;169.9265441388;108.58955168344002;767.1774711492001;437.678437025948;370.6041015628;706.6988067339998;434.6659148532;113.445013194172;74.820463549512;727.8576223364;167.82859289348;161.10774247179998
2501;2750;124.94505750832;208.4943523208;166.85474618464;283.14088141160005;283.14088070720004;768.8512011828;246.38854318004;90.24473903812;136.62950097432;238.29471122872;849.4931042571999;228.24477273516;154.99887394636;812.9488926024;438.6727293268;64.34245325154399;210.75644543160004;259.09669259516;40.52460637964;154.80624924836002
2751;3000;470.9390431984;200.8908360768;144.24073825152004;407.30572198680005;407.3057216876;829.3217963196;283.58622746156;380.2993916456;242.95215792004;297.02228963104;931.0132413872;273.54969309780404;118.16444994396002;410.93169029;631.7518968932;269.42411894148;449.827783177044;506.0963698136;230.5044225332;742.8156934463999
3001;3250;769.5251108428001;270.833759446;178.4816294688;785.8510795980001;785.8510773636;474.2727787032;102.80365168276;300.0933088304;290.90357390296;437.1291867248;839.5579712143999;622.506980792776;192.076453938;228.7218261386;697.2662028935999;78.96201909286401;864.8974360032;156.155492367128;153.31775190335998;227.49632836863998
3251;3500;808.5595157928;241.6297134996;204.42703014284004;648.3481336752001;648.338803106;263.1878537808;350.51995945488;289.22631737744;297.4518881184;199.14759155132;776.0087424687999;501.54828397367606;122.79687042716;220.9255447848;812.7309028288;144.927769154576;535.8185673928;150.212833148756;135.183640459636;292.20423742560007
3501;3750;808.3063390544002;371.9949952840001;539.7957137644;460.39535739;460.3953581739999;61.35615657347999;212.5356323596;89.48092943776;159.87784456871998;216.91239410868;259.7299334716;161.11246636608803;96.24466930884;243.6585921648;865.6845180828;219.656639457856;234.15517774032;612.865547126;516.144109603172;356.41350224359996
3751;4000;475.734834086;758.4639574447999;310.37944203204;189.04678609116;189.04678548696;137.01733871132;272.06352304791994;179.26030643603997;112.73289742664;106.665962316112;241.26585375484;72.876280329628;346.80568515208;505.3309177564;470.7949040052;112.497339076952;578.504468072164;862.7928662116;896.477948504;206.14583608380002
4001;4250;116.72083278788;785.5956786791999;301.8621835469999;126.56385994792;126.56386027596;270.9881864812;79.94769656464001;400.1030713592;310.27205153016;105.84621642394;612.8011429484;698.7151255432001;313.76921547560005;671.3956375988;181.7625575536;116.783825860384;643.0003950352001;241.06105585984;597.3464071237079;237.58335579599998
4251;4500;266.7311382032;694.417504154;449.000565080072;51.755548997240005;52.58769780216;127.48731119632;164.2323263248;342.9872605588;46.20261357599999;171.45701974057204;409.8268305244;199.63260698898;153.11288178352;718.4524687532;61.020085003504015;170.844204936476;784.9177667040001;95.361228313512;739.1366339290681;272.01474286959996
4501;4750;119.45438047816;742.7603611188;478.66678686680007;178.42667501748005;179.17322146336002;49.202015710160005;94.28740617168;287.13506559599995;185.4853213434;152.39838115724;225.58462330112;551.153593259892;230.5375996096;813.9344094475999;33.63685361492;146.06474772326;734.1264805719999;80.55344304539601;241.422195798572;710.8625728428001
4751;5000;191.6220291596;196.587539481;310.21497329868004;59.96450207816;59.97744203252;44.03667694748;29.4966376152;291.43025901759995;458.73287028080006;330.5369600538;777.2125265523998;621.527079352024;281.1499163259999;561.2886311816001;85.50484431696799;167.99001281540004;170.52855229483998;38.304945853776;171.37401055984;891.3314934423998
5001;5250;313.338382986;416.62077053880006;39.88508508115999;434.14583299252;434.14360705772;80.03029670220799;128.29659471551997;287.8193848632;519.9249274144;504.277961429072;730.3424176332001;623.95866791292;295.42543258639995;385.2349612192;433.4993899388;266.270151147668;378.5370516452;352.557868150744;186.383457734976;845.3009777716001
5251;5500;309.550344188;305.64884972356003;90.213356245544;310.6984140396;310.6984147792;95.5053986094;224.4999010106;329.0081927844;848.397976892;623.8031642288;864.4545927972;256.42175470187203;198.919008558608;305.328860596;563.930037736;704.6951667739199;141.761258749;322.043947507524;371.767180992128;756.5418680492
5501;5750;176.03866087312002;312.49477694343994;133.41141912134802;143.58330766428;143.58330743048003;132.13796333604;166.54769281892;347.9774475983999;855.2234171079999;139.10205049272;798.4921129568;329.31393489486004;545.033403493684;265.2139092368;700.881088104;288.367636241856;155.88858177392;631.4427048850399;184.26923621916;857.1580108756
5751;6000;72.3254159502;316.79188109480003;186.55530233786;145.40520457732003;145.40520425952;175.5866453316;180.61137808224;284.05288684160007;559.0560629204001;192.86163699768;854.9832991835999;536.74588808188;799.29435138996;261.1644109276;537.4996347460001;511.140592835308;157.73832828200003;139.48329820244;69.881872277392;495.4099730316
6001;6250;430.9711538172;200.4147485136;209.96197686508;335.41707321196003;335.41707387996;174.95449604648;202.55084064548;403.2915680688;126.75084535;44.623954267;838.3478461788;338.81737212056;794.0261582256;126.48929770056002;418.1747149696;105.68630810608;471.98511673948;423.28271618532006;59.09714010141601;151.74673344552
6251;6500;272.3687984216;97.74678442492;88.22356346272801;503.3074737704;503.30747350880006;55.52409468884001;677.2145505728;467.135942088;203.8400605542;100.8593839583;836.7537926244;355.30747140424;836.8525606295999;196.03816005204;610.5071020884001;105.911323135148;884.9650195452;174.125034425588;300.767422136772;294.97632251199997
6501;6750;59.85837208608;55.06002761436;284.19640153448;244.0078722636;244.007873124;130.62546853172;682.5371442472;438.6609882004;282.92168746040005;474.3639086306199;909.0538002028;592.458343604228;924.102739676;329.5440149816;376.0263380372;55.58503126154799;392.671083720364;290.53210157574;158.47415087982;311.0073215736
6751;7000;54.85384327587999;196.1466513204;460.4116867312;353.16996577320003;353.16716030360004;329.1143827096;252.23905451604003;324.6919470864;379.5955078496;690.9916431541119;851.920656224;576.73605353978;889.0577324408;117.092164169;349.71524709039994;268.058918751512;105.50125318668398;350.36491277659195;450.552994756728;319.7219392492
7001;7250;214.6687005732;305.6438205552;503.5832258904;413.6046214708;413.5840674488;470.872906963884;226.5943089748;176.86605141995997;155.0250246068;309.039181906912;559.6261618359999;659.7666590980841;829.5877617724;53.580827102896;625.0000331899998;144.25785084163996;203.95125807628;178.69968799323198;232.671807248608;151.79442400652002
7251;7500;121.1456817164;312.2462715696;887.5786577071999;443.5635000424;443.563499518;659.861633747176;192.8025069492;64.96776993920001;197.8416977852;528.498535896544;186.9386216908;343.91116816336;791.1969407468;162.50278759588;888.7378044159999;164.87256458107598;218.5004407532;437.5416802925;56.841619048204;253.73531298583998
7501;7750;142.53740696028;288.695328082;827.5750622844;773.761211042;773.7612096596;883.8961904772001;162.53557166888;225.98051877328;178.35436980576;714.826622835628;118.69025894436;340.90970136304;895.2835011020001;82.43757604984;428.6503296384;309.08775622304;130.09326138814;131.258145924252;88.22154360434;168.207230667
7751;8000;450.46967061108;206.1938293744;577.8786777021841;920.8029135324;920.8029137512;453.1374657288;179.48407837;435.7080578568;174.96840935912002;710.2368952944;154.8036822668;124.84251504136;141.39240468284;65.37253670044001;208.230137074;321.47798385734;97.387067379;133.89236209744;33.573560989608;495.4843720184
8001;8250;753.6350592668;500.6479590487999;71.02632312588001;875.2327432204;875.2327434312;161.25951001636;321.39644398800004;810.5823185648001;370.96367029532;195.987562862624;193.3894549316;743.61779821;145.05218353360002;502.77820768;202.505043735;222.240523535764;377.29507174476;191.38030024128;273.52947475580004;829.3569266476001
8251;8500;389.423175522;862.7751826588;89.85095718192001;847.0075090656;847.0075016732001;307.31891723639995;364.7404578508;380.4591668824;346.14485661440006;280.062983782;88.13590173335999;790.4746201152001;75.45123503839999;545.92596589344;263.8847442004;105.59480632310004;357.90437785239993;269.98754168127994;424.949253453404;678.3526072668
8501;8750;281.49907538928005;681.2931231756;197.42322855872;872.2891457056;872.2891464388;671.8478552288001;167.07045855131997;263.04784494;835.657756884;127.50884336192402;117.96798597156;689.8546323252;129.3137726542;156.85817072424;751.3171965304001;354.92089028148;182.59979920120003;321.5374754362801;454.7429677212;133.57902411572002
8751;9000;124.70271600084;261.38548674680004;616.5708283556;574.5807031339999;574.5807017284;99.12372068624;254.8991532728;164.04807090562;723.5165892919999;80.766958336808;51.97824756239999;823.1571267287999;327.7313870472;108.10422965972;481.70377936656007;47.71868267707201;83.48431295671999;568.010705152;733.028690847656;205.9265490218
9001;9250;18.01613326757009;187.2195304925233;844.8749309233643;237.9861214831775;237.98612089252333;199.43793871635515;134.47746628878505;22.14676960574766;558.4842882;73.0749075157944;121.14745508429904;914.8252880345794;370.4312806607477;163.44526010934578;44.89778818582242;65.05454277503738;360.27230479158885;453.8737014233644;459.35251125625234;257.07961057102807
